,num,lang,hisco,occupation
31847,35039,Danish,62120,Udpige
31848,35040,Norwegian,39340,Udskiftningsassistent
31849,35041,Norwegian,12910,Udskiftningsformand
31850,35042,Danish,-1,Uforståelig
31851,35043,German,84220,Uhrmacher
31852,35044,German,84220,Uhrmachermeister
31853,35045,Norwegian,84222,Uhrmager
31854,35046,Norwegian,84222,Uhrmagerlærling
31855,35047,Norwegian,84222,Uhrmagermester
31856,35048,Norwegian,84222,Uhrmagersvend
31857,35049,Dutch,41030,Uitdrager
31858,35050,Dutch,21110,Uitgever
31859,35051,Dutch,21240,uitvoerder
31860,35052,Danish,75655,Uldskrubber
31861,35053,Danish,75220,Uldspinder
31862,35054,Swedish,99930,Ullfabriksarbeterska
31863,35055,Swedish,41030,Ullhandlare
31864,35056,Swedish,75000,Ullsorterareänka
31865,35057,Swedish,75220,Ullspinnarehustru
31866,35058,Swedish,99930,Ullspinnerifabriksarbeterska
31867,35059,Portugese,75690,Ultimador
31868,35060,Portugese,-1,Um preto
31869,35061,English,79930,Umberella maker
31870,35062,English,79930,Umbrella finisher
31871,35063,English,79930*,Umbrella maker
31872,35065,Swedish,-1,Undantagshjon
31873,35066,Swedish,99999,Undantagsmanshustru
31874,35067,Swedish,-1,Undantagsägare
31875,35068,English,54020,Under housemaid
31876,35069,English,13020,Under mistress
31877,35070,English,07210,Under nurse
31878,35071,English,54035,Under nurserymaid
31879,35072,Swedish,22610,Underbas
31880,35073,Swedish,77810,Underbryggmästare
31881,35074,Norwegian,62510,Underbudeie
31882,35075,Danish,22520,Underfoged
31883,35076,Swedish,22000,Underförestånderska
31884,35077,Norwegian,-1*,Underholdes af fattigvæsenet
31885,35079,Swedish,02000,Underingenjör
31886,35080,Swedish,22000,Underinspektor
31887,35081,Swedish,22000,Underinspektör
31888,35082,Swedish,64960,Underjägareänka
31889,35083,Danish,64960,Underjæger
31890,35084,Danish,58340,Underkanoner
31891,35085,Danish,58340,Underkonstabel
31892,35086,Swedish,58220,Underkonstapelänka
31893,35087,English,22000,Underlooker
31894,35088,Swedish,06105*,Underläkare
31895,35090,Swedish,13000,Underlärareänka
31896,35091,Swedish,13000,Underlärarinna
31897,35092,Swedish,58320*,Underlöjtnant
31898,35094,Swedish,58320,Underlöjtnantänka
31899,35095,Danish,62120,Undermejerske
31900,35096,Norwegian,58330,Underofficer
31901,35097,Swedish,58330,Underofficer
31902,35098,Danish,58330,Underofficer
31903,35099,Swedish,58330,Underofficerdotter
31904,35100,Swedish,58330,Underofficerhustru
31905,35101,Swedish,58330,Underofficerskorpral
31906,35102,Swedish,58330,Underofficerskorpralhustru
31907,35103,Swedish,58330,Underofficerskorpralänka
31908,35104,Swedish,58330,Underofficersvolontär
31909,35105,Swedish,58330,Underofficeränka
31910,35106,Swedish,07110,Undersjuksköterska
31911,35107,Swedish,04217,Underskeppareänka
31912,35108,Swedish,07110,Undersköterska
31913,35109,Danish,-1,Understøttes
31914,35110,Norwegian,-1,Understøttes af fattigkassen
31915,35111,Norwegian,-1*,Understøttes af fattigvæsenet
31916,35113,Danish,-1,Undertag
31917,35114,English,59220,Undertaker
31918,35115,Danish,-1,Undertægtsfolk
31919,35116,Swedish,22610,Underverkmästare
31920,35117,German,63290,Universitätswaldschütz
31921,35118,English,-2,Unoccupied
31922,35119,German,58330,Unterfeldmeister
31923,35120,German,99999,Untergänger
31924,35121,German,99999,Unterhändler
31925,35122,German,13020,Unterlehrer
31926,35123,German,21110,Unternehmer
31927,35124,German,58330,Unteroffizier
31928,35125,German,07210,Unterpfleger
31929,35126,German,58220*,Unterwachtmeister
31930,35128,German,58330,Unterwachtmeister
31931,35129,English,79620,Upholsterer
31932,35130,English,79620,Upholsteress
31933,35131,English,79620,Upholstorer
31934,35132,Swedish,54010,Uppassare
31935,35133,Swedish,54030,Uppassarehustru
31936,35134,Swedish,54030,Uppassareänka
31937,35135,Swedish,54010*,Uppasserska
31938,35137,Swedish,31030,Uppbördsassistent
31939,35138,Swedish,31030,Uppbördsinspektör
31940,35139,Swedish,31030,Uppbördskommissarie
31941,35140,Swedish,31030,Uppbördsman
31942,35141,Swedish,31030,Uppbördsmanshustru
31943,35142,Swedish,31030,Uppbördsmansänka
31944,35143,Swedish,31030,Uppbördssekreteraredotter
31945,35144,Swedish,31030,Uppbördsskrivaredotter
31946,35145,Swedish,31030,Uppbördsskrivareänka
31947,35146,English,54020,Upper housemaid
31948,35147,Swedish,02990,Uppfinnare
31949,35148,Swedish,13960,Uppfostrarinna
31950,35149,Swedish,42220,Uppköpare
31951,35150,Swedish,97190,Upplagsdragare
31952,35151,English,79620*,Uppolsteress
31953,35153,Swedish,22000*,Uppsyningsman
31954,35155,Swedish,22000,Uppsyningsmansdotter
31955,35156,Swedish,22000,Uppsyningsmansänka
31956,35157,Swedish,72190,Uppsättare
31957,35158,Swedish,99999,Uppsättare
31958,35159,Swedish,01390,Upptäcktsresande
31959,35160,English,75455,Uptal carpet maker
31960,35161,Swedish,84222,Urarbetare
31961,35162,English,20210,Urban council manager
31962,35163,Swedish,84222,Urboettmakare
31963,35164,Swedish,84222,Urboettmakarehustru
31964,35165,Spanish,75415,Urdidor
31965,35166,Portugese,75420,Urdidor/Urdideira
31966,35167,Swedish,21110,Urfabrikör
31967,35168,Swedish,21220,Urfabrikör
31968,35169,Swedish,21220,Urfabrikörhustru
31969,35170,Swedish,21220,Urfabriköränka
31970,35171,Swedish,41030,Urhandlare
31971,35172,Swedish,41030,Urhandlerska
31972,35173,Norwegian,84222,Urmager
31973,35174,Danish,84222,Urmager
31974,35175,Norwegian,84222,Urmagerlærling
31975,35176,Norwegian,84222,Urmagermester
31976,35177,Danish,84222,Urmagermester
31977,35178,Danish,84222,Urmagersvend
31978,35179,Swedish,84222*,Urmakare
31979,35181,Swedish,84222*,Urmakaregesäll
31980,35183,Swedish,84222,Urmakaregesällhustru
31981,35184,Swedish,84222,Urmakaregesällänka
31982,35185,Swedish,84222,Urmakarehustru
31983,35186,Swedish,84222*,Urmakarelärling
31984,35188,Swedish,84222,Urmakaremästare
31985,35189,Swedish,84222,Urmakareänka
31986,35190,Swedish,84222*,Urmakeriarbetare
31987,35192,Swedish,84222,Urmakeriarbetarehustru
31988,35193,Swedish,84222,Urmakeriarbetareänka
31989,35194,Swedish,84222,Urmakeriarbeterska
31990,35195,Swedish,84222,Urmakeribiträde
31991,35196,Swedish,84222*,Urmakerielev
31992,35198,Swedish,21220,Urmakerifabrikör
31993,35199,Swedish,84222,Urmakeriidkare
31994,35200,Swedish,84222,Urmakerska
31995,35201,French,06120,urologue
31996,35202,Danish,41030,Urtekræmmer
31997,35203,Danish,45130,Urtekræmmerdreng
31998,35204,Danish,45130,Urtekræmmerlærling
31999,35205,Danish,45130,Urtekræmmersvend
32000,35206,Danish,62700,Urtemand
32001,35207,Swedish,-2*,Utan anställning
32002,35209,Swedish,-2,Utan arbete
32003,35210,Swedish,-2,Utan plats
32004,35211,Swedish,-2,Utan sysselsättning
32005,35212,Swedish,-2*,Utan yrke
32006,35214,Swedish,99999,Utdragerska
32007,35215,Swedish,77510,Utexaminerad mejerielev
32008,35216,Swedish,98620,Utkörare
32009,35217,Swedish,98620,Utkörarearbetare
32010,35218,Swedish,98620,Utkörarebiträde
32011,35219,Swedish,98620,Utkörarehustru
32012,35220,Swedish,98620,Utkörareänka
32013,35221,Swedish,-1,Utlärling
32014,35222,Swedish,31030,Utmätningsman
32015,35223,Swedish,31030,Utmätningsmansänka
32016,35224,Swedish,53210,Utskänkningsbiträde
32017,35225,Swedish,21430,Utskänkningsförest.
32018,35226,Swedish,21430,Utskänkningsföreståndare
32019,35227,Swedish,53210,Utskänkningsföreståndarebetjänt
32020,35228,Swedish,21430,Utskänkningsföreståndareänka
32021,35229,Swedish,21430,Utskänkningsförestånderska
32022,35230,Swedish,51030,Utskänkningsidkare
32023,35231,Swedish,51030,Utskänkningsinnehaverska
32024,35232,Swedish,51050,Utspisningsinnehaverska
32025,35233,Swedish,99999,Utställare
32026,35234,Swedish,03020,Utsättare
32027,35235,Swedish,39490,Utvandrareagent
32028,35236,English,45220,Uxter
32029,35237,Swedish,14120,V komminister
32030,35238,Swedish,13000,V skollärare
32031,35239,Danish,07210,Vaagekone
32032,35240,French,-1,vacant à ses affaires
32033,35241,French,62510*,Vacher
32034,35243,French,62510,Vachère
32035,35244,Spanish,83915,Vaciadores de navajas
32036,35245,Swedish,75000,Vaddarbetare
32037,35246,Swedish,75000,Vaddarbeterska
32038,35247,Swedish,99930,Vaddfabriksarbetare
32039,35248,Swedish,99930,Vaddfabriksarbeterska
32040,35249,Swedish,94990,Vaddtillverkerska
32041,35250,Portugese,-1,Vadio
32042,35251,Danish,-1,Vagabond
32043,35252,German,-1,Vagabund
32044,35253,Portugese,-1,Vagabundo
32045,35254,Swedish,99910,Vagnarbetare
32046,35255,Swedish,21220,Vagnfabrikör
32047,35256,Swedish,21220,Vagnfabrikörhustru
32048,35257,Swedish,22230,Vagnförman
32049,35258,Swedish,99910,Vagnkarl
32050,35259,Swedish,99910,Vagnlyftare
32051,35260,Swedish,81925*,Vagnmakare
32052,35262,Swedish,81925,Vagnmakaredotter
32053,35263,Swedish,81925*,Vagnmakaregesäll
32054,35265,Swedish,81925,Vagnmakaregesällänka
32055,35266,Swedish,81925,Vagnmakarehustru
32056,35267,Swedish,81925*,Vagnmakarelärling
32057,35269,Swedish,81925,Vagnmakaremästare
32058,35270,Swedish,81925,Vagnmakaremästareänka
32059,35271,Swedish,81925,Vagnmakareänka
32060,35272,Swedish,81925*,Vagnmakeriarbetare
32061,35274,Swedish,81925,Vagnmakeriarbetarehustru
32062,35275,Swedish,81925,Vagnmakeriarbetareänka
32063,35276,Swedish,81925,Vagnmakeriidkare
32064,35277,Swedish,87370,Vagnmekanikarbetare
32065,35278,Swedish,87370,Vagnmekaniker
32066,35279,Swedish,93190,Vagnmålare
32067,35280,Swedish,39960,Vagnmästare
32068,35281,Swedish,39960,Vagnmästareänka
32069,35282,Swedish,55290,Vagnputsare
32070,35283,Swedish,55290,Vagnputsareänka
32071,35284,Swedish,39960,Vagnreviderare
32072,35285,Swedish,99910,Vagnslyftare
32073,35286,Swedish,84980,Vagnsmörjare
32074,35287,Swedish,84980,Vagnsmörjareänka
32075,35288,Swedish,81925,Vagnsreparatör
32076,35289,Swedish,87370,Vagnsreparatör
32077,35290,Swedish,55290,Vagnstallkarl
32078,35291,Swedish,55220,Vagnstäderska
32079,35292,Swedish,39960,Vagnsynareänka
32080,35293,Swedish,39960,Vagntillsyningsman
32081,35294,Swedish,55290,Vagntvättare
32082,35295,Swedish,-1,Vagnägare
32083,35296,English,-1,Vagrant
32084,35297,Danish,58940,Vagtmester
32085,35298,French,37040,vaguemestre
32086,35299,Swedish,58940*,Vakt
32087,35301,Swedish,58940,Vaktarbetare
32088,35302,Swedish,58940,Vaktare
32089,35303,Swedish,58940,Vaktbetjänt
32090,35304,Swedish,99999,Vaktexpeditör
32091,35305,Swedish,58940,Vaktförestånderska
32092,35306,Swedish,58930,Vaktkarl
32093,35307,Swedish,58940,Vaktkarl
32094,35308,Swedish,58940,Vaktkarlhustru
32095,35309,Swedish,58940,Vaktkarlänka
32096,35310,Swedish,58930,Vaktknekt
32097,35311,Swedish,58940,Vaktknekt
32098,35312,Swedish,58940,Vaktknekthustru
32099,35313,Swedish,58940,Vaktknektänka
32100,35314,Swedish,58930*,Vaktkonstapel
32101,35316,Swedish,58940,Vaktkonstapelhustru
32102,35317,Swedish,58940,Vaktkonstapelänka
32103,35318,Swedish,58940,Vaktkvinna
32104,35319,Swedish,58940,Vaktman
32105,35320,Swedish,55130*,Vaktmästare
32106,35322,Swedish,55130,Vaktmästaredotter
32107,35323,Swedish,55130,Vaktmästarehustru
32108,35324,Swedish,55130,Vaktmästarelärling
32109,35325,Swedish,55130,Vaktmästareänka
32110,35326,Swedish,55130,Vaktmästeriarbetare
32111,35327,Swedish,55130,Vaktmästeribiträde
32112,35328,Swedish,55130,Vaktmästeritjänsteman
32113,35329,Portugese,62210,Valadeiro
32114,35330,Portugese,62210,Valador
32115,35331,Danish,17140,Valdhornist
32116,35332,English,54030,Valet
32117,35333,French,54050,valet
32118,35334,French,62105,valet agricole
32119,35335,French,62105,valet charretier
32120,35336,French,98590,valet chauffeur
32121,35337,French,62105,valet d'écurie
32122,35338,French,54030*,Valet de chambre
32123,35340,French,62105,valet de charrue
32124,35341,French,54030,valet de cour
32125,35342,French,62105,valet de culture
32126,35343,French,62105,valet de ferme
32127,35344,French,62105,valet de labour
32128,35345,French,54030,valet de pied
32129,35346,French,54030,valet de pied de la maison impériale
32130,35347,French,54030,valet mégissier
32131,35348,Swedish,75990,Valkare
32132,35349,Swedish,75990,Valkareänka
32133,35350,Danish,75655,Valker
32134,35351,Swedish,62410,Vallhjon
32135,35352,Swedish,62410,Vallpiga
32136,35353,Swedish,72200*,Valsarbetare
32137,35355,Swedish,99999,Valsmakare
32138,35356,Swedish,72200,Valsmästare
32139,35357,Swedish,72200,Valsmästareänka
32140,35358,Swedish,72200,Valspressare
32141,35359,Swedish,83320,Valssvarvare
32142,35360,Swedish,72200,Valsverkare
32143,35361,Swedish,72200,Valsverksarbetare
32144,35362,Swedish,72200,Valsverksarbetarehustru
32145,35363,English,44330,Valuer
32146,35364,Dutch,61110,van boerebedrijf
32147,35365,Dutch,61110,van boerenbedrijf
32148,35366,Dutch,61110,van boerenberoep
32149,35367,Dutch,81930,van kuipersbedrijf
32150,35368,Dutch,95410,van timmerbedrijf
32151,35369,Danish,77120,Vandmøller
32152,35370,Danish,-1,Vanfør
32153,35371,Danish,62120,Vangemand
32154,35372,English,98620,Vanman
32155,35373,French,94220*,Vannier
32156,35377,French,94220*,Vannière
32157,35379,Danish,-1,Vanvittig
32158,35380,Swedish,83920,Vapenarbetare
32159,35381,Swedish,83920,Vapenborrare
32160,35382,Swedish,99930,Vapenfabriksarbetare
32161,35383,Swedish,83920,Vapensmed
32162,35384,Swedish,83920,Vapensmedhustru
32163,35385,Catalan,74450,Vaporador
32164,35386,Portugese,62430,Vaqueiro
32165,35387,Portugese,62510,Vaqueiro
32166,35388,Catalan,62510,Vaquer
32167,35389,Spanish,62510,Vaquero
32168,35390,Portugese,75130,Vareador
32169,35391,Portugese,62440,Vareiro
32170,35392,Portugese,75130,Varejador
32171,35393,Portugese,62390,Varejador (agricultura)
32172,35394,Dutch,98135,Varensgezel
32173,35395,Dutch,98135,varensman
32174,35396,Swedish,17320*,Varietéartist
32175,35398,Swedish,17145,Varietésångare
32176,35399,Swedish,17145,Varietésångerska
32177,35400,Dutch,62440,Varkensdrijver
32178,35401,Dutch,41025,Varkenshandelaar
32179,35402,French,73100,varlopeur de bois de teinture
32180,35403,English,74100,Varnish maker
32181,35404,Portugese,59990,Varredor
32182,35405,Swedish,37040,Varubud
32183,35406,Swedish,41020,Varumäklare
32184,35407,Swedish,98620,Varuutkörare
32185,35408,Swedish,87450,Varvsarbetare
32186,35409,Swedish,95440,Varvsarbetare
32187,35410,Swedish,33110,Varvsbokhållare
32188,35411,Swedish,87450,Varvsplåtslagare
32189,35412,Swedish,58940,Varvspolis
32190,35413,Swedish,58940,Varvspoliskonstapelänka
32191,35414,Swedish,83110,Varvssmed
32192,35415,Swedish,95440*,Varvstimmerman
32193,35417,Swedish,95440,Varvstimmermansdotter
32194,35418,Swedish,95440,Varvstimmermanshustru
32195,35419,Swedish,95440,Varvstimmermansänka
32196,35420,Swedish,21110,Varvsägare
32197,35421,Swedish,21110,Varvsägarehustru
32198,35422,Norwegian,56010,Vask
32199,35423,Norwegian,56010,Vaskekone
32200,35424,Danish,56010,Vaskekone
32201,35425,Norwegian,56010,Vaskepige
32202,35426,Danish,56010,Vaskepige
32203,35427,Danish,56010,Vasker
32204,35428,Norwegian,56010,Vaskeriarbeider
32205,35429,Norwegian,72000,Vaskeriarbeider
32206,35430,Norwegian,56010,Vaskerkone
32207,35431,Norwegian,56010,Vaskning
32208,35432,Portugese,94240,Vassoureiro
32209,35433,Swedish,99999,Vassrivare
32210,35434,Dutch,39990,vaste knecht ter provinciale griffie van friesland
32211,35435,English,81930,Vat maker
32212,35436,Swedish,99999,Vattenarbetare
32213,35437,Swedish,99999,Vattenarbeterska
32214,35438,Swedish,99999,Vattendränghustru
32215,35439,Swedish,21220,Vattenfabrikant
32216,35440,Swedish,99930,Vattenfabriksarbetare
32217,35441,Swedish,99930,Vattenfabriksarbeterska
32218,35442,Swedish,21220,Vattenfabrikör
32219,35443,Swedish,99999,Vattenfallsarbeterska
32220,35444,Swedish,02255,Vatteningenjör
32221,35445,Swedish,87105,Vattenledningsarbetare
32222,35446,Swedish,96940,Vattenledningsarbetare
32223,35447,Swedish,21220,Vattenledningsentreprenör
32224,35448,Swedish,06120,Vattenläkare
32225,35449,Swedish,85590,Vattenmätareuppsättare
32226,35450,Swedish,98620,Vattenutkörare
32227,35451,Swedish,98620,Vattenutkörarebiträde
32228,35452,Swedish,99999,Vattenverksarbetare
32229,35453,Swedish,02255,Vattenverksingenjör
32230,35454,English,39140,Vault manager
32231,35455,Swedish,99910,Vaxduksarbeterska
32232,35456,Swedish,21220,Vaxduksfabriköränka
32233,35457,Swedish,94990,Vaxfigurarbetare
32234,35458,Danish,58340,Ved Holmen
32235,35459,Swedish,63190,Vedarbetare
32236,35460,Swedish,63190,Vedarbetareänka
32237,35461,Swedish,97190,Vedbärare
32238,35462,Swedish,97190,Vedbärarearbetare
32239,35463,Swedish,97190,Vedbärareänka
32240,35464,Dutch,79990,vedermaker
32241,35465,Norwegian,98620,Vedfragter
32242,35466,Swedish,41030,Vedförsäljare
32243,35467,Swedish,41030,Vedförsäljerska
32244,35468,Swedish,97190,Vedgårdsarbetare
32245,35469,Swedish,97190,Vedgårdsarbetareänka
32246,35470,Swedish,97190,Vedgårdsarbetskarl
32247,35471,Swedish,97190,Vedgårdsdräng
32248,35472,Swedish,22690,Vedgårdsföreståndare
32249,35473,Swedish,22690,Vedgårdsförman
32250,35474,Swedish,22690,Vedgårdsinspektör
32251,35475,Swedish,97190,Vedgårdskarl
32252,35476,Swedish,97190,Vedhandelsarbetare
32253,35477,Swedish,97190,Vedhandelsbiträde
32254,35478,Swedish,41030,Vedhandlare
32255,35479,Swedish,41030,Vedhandlarehustru
32256,35480,Swedish,41030,Vedhandlareänka
32257,35481,Swedish,41030,Vedhandlerska
32258,35482,Swedish,63190,Vedhuggare
32259,35483,Swedish,63190,Vedhuggareänka
32260,35484,Norwegian,63190,Vedhugger
32261,35485,Norwegian,63190,Vedhugning
32262,35486,Norwegian,63190,Vedhugst
32263,35487,Norwegian,99930,Vedhusmand ved træsliberi
32264,35488,Swedish,63190,Vedkarl
32265,35489,Norwegian,98620,Vedkjører ved glasverk
32266,35490,Swedish,98620,Vedkörare
32267,35491,Portugese,31090,Vedor do Juízo de Fora
32268,35492,Norwegian,73210,Vedsager
32269,35493,Norwegian,81945,Vedskjærer
32270,35494,Swedish,-1,Vedskuteägare
32271,35495,Swedish,73210,Vedsågare
32272,35496,Swedish,73210,Vedsågarehustru
32273,35497,Swedish,73210,Vedsågeriarbetare
32274,35498,Swedish,98620,Vedutkörare
32275,35499,Dutch,06510,veearts
32276,35500,Dutch,62490,veedrijver
32277,35501,Dutch,41025,Veehandelaar
32278,35502,Dutch,61240,Veehouder
32279,35503,Dutch,61240,Veehouder en werkman
32280,35504,Dutch,61240,veehouderarb
32281,35505,Dutch,61240,veehouderarbeider
32282,35506,Dutch,61240,veehouders
32283,35507,Dutch,62400,veehoudersarb
32284,35508,Dutch,62400,veehoudersarbeider
32285,35509,Dutch,62400,veehoudersknecht
32286,35510,Dutch,61240,Veehoudster
32287,35511,Dutch,41025,veekoopman
32288,35512,Dutch,41025,veekoppman
32289,35513,Dutch,62970,Veenarbeider
32290,35514,Dutch,22690,veenbaas
32291,35515,Dutch,61290,veenboer
32292,35516,Dutch,62970,Veenderij doende
32293,35517,Dutch,62970,Veenman
32294,35518,Dutch,62970,veenwerker
32295,35519,Dutch,62970,veenwerkers
32296,35520,Dutch,04220,Veerman
32297,35521,Dutch,04220,veermansknecht
32298,35522,Dutch,04220,Veerschipper
32299,35523,Dutch,21960,veeverzender
32300,35524,Norwegian,97415,Vei- og jernbanearbeider
32301,35525,Norwegian,97415,Veiarbeider
32302,35526,Norwegian,97415,Veiarbeider ved statens veianlæg
32303,35527,Norwegian,22675,Veiarbeidsformand
32304,35528,Norwegian,22675,Veiformand
32305,35529,Dutch,39990,veilingsbed
32306,35530,Dutch,39990,veilingsknecht
32307,35531,French,58940*,Veilleur
32308,35533,French,58940*,Veilleur de nuit
32309,35535,French,58940,veilleuse de nuit
32310,35536,Norwegian,97415,Veiopsynsmand
32311,35537,Norwegian,98990,Veivogter
32312,35538,Danish,39150,Vejer
32313,35539,Danish,44140,Vekselerer
32314,35540,Dutch,62210,veld-arbeider
32315,35541,Dutch,62210,veldarbeide
32316,35542,Dutch,62210,Veldarbeider
32317,35543,Dutch,62210,veldbouwer
32318,35544,Dutch,58220,Veldwachter
32319,35545,Dutch,58220,veldwachter der gemeente westdongeradeel
32320,35546,Portugese,98190,Veleiro
32321,35547,Catalan,75432,Veler
32322,35548,Catalan,75445,Veler
32323,35549,Spanish,94960,Veleros de sebo
32324,35550,Catalan,94960,Velers de seu
32325,35551,English,92625,Vellum binder
32326,35552,English,92625,Vellum sewer
32327,35553,Swedish,84190,Velocipedarbetare
32328,35554,Swedish,99930,Velocipedfabriksarbetare
32329,35555,Swedish,21220,Velocipedfabrikör
32330,35556,Swedish,41030,Velocipedförsäljare
32331,35557,Swedish,41030,Velocipedhandlare
32332,35558,Swedish,84975,Velocipedreparationsarbetare
32333,35559,Swedish,84975,Velocipedreparatör
32334,35560,Catalan,87340,Veloner
32335,35561,Spanish,87340,Veloneros
32336,35562,French,98530,vélotaxi
32337,35563,French,75990,veloutier
32338,35564,English,79490,Velvet cutter
32339,35565,Catalan,45220,Venda Ambulant
32340,35566,Portugese,41030,Vendagem
32341,35567,Portugese,41000,Vende a cal
32342,35568,Portugese,41030,Vende aguardente
32343,35569,Portugese,41000,Vende bacalhau
32344,35570,Portugese,41000,Vende carvão
32345,35571,Portugese,41000,Vende coisas de comer
32346,35572,Portugese,41000,Vende farinhas
32347,35573,Portugese,41000,Vende fruta
32348,35574,Portugese,41000,Vende hortaliça
32349,35575,Portugese,41000,Vende louça
32350,35576,Portugese,41000,Vende louça e azeite
32351,35577,Portugese,41000,Vende madeira
32352,35578,Portugese,41000,Vende peixe
32353,35579,Portugese,45220,Vende pela rua
32354,35580,Portugese,45220,Vende pregos e estopa para navios
32355,35581,Portugese,45220,Vende retroz
32356,35582,Portugese,41000,Vende sal
32357,35583,Portugese,41000,Vende sardinha
32358,35584,Portugese,41000,Vende tabaco
32359,35585,Portugese,41000,Vende toucinho
32360,35586,Portugese,41000,Vende vinho
32361,35587,Portugese,51030,Vende vinho aquartilhado
32362,35588,Portugese,51030,Vende vinhos e mal-cozinhado
32363,35589,Portugese,41030,Vendedeiro
32364,35590,Portugese,41030,Vendedor
32365,35591,Spanish,45125,Vendedor
32366,35592,Portugese,45220,Vendedor ambulante/Vendedora ambulante
32367,35593,Portugese,45240,Vendedor de jornais
32368,35594,Portugese,41030,Vendedor de lenha
32369,35595,Portugese,41030,Vendedor de toucinho e algumas miudezas mais
32370,35596,Spanish,45240,Vendedor Diarios
32371,35597,Spanish,49090,Vendedor Mercado
32372,35598,Catalan,49090,Vendedor Mercat
32373,35599,Portugese,41030,Vendeira de fruta
32374,35600,Portugese,41030,Vendeira de peixe
32375,35601,Portugese,41030,Vendeiro ambulante
32376,35602,Portugese,51030,Vendeiro de vinhos e bodega
32377,35603,Portugese,41030,Vendeiro/Vendeira
32378,35604,Portugese,41030,Vendeiro/vendeira de bacalhau
32379,35605,Portugese,41000,Vender aguardente
32380,35606,Portugese,41000,Vender fruta e bacalhau
32381,35607,Portugese,41000,Vender fruta e sardinha
32382,35608,Portugese,41000,Vender pão
32383,35609,Portugese,41000,Vender sal
32384,35610,French,45100,vendeur
32385,35611,French,45125*,Vendeur
32386,35613,French,45125,Vendeur agréé
32387,35614,French,45130,vendeur au bon marché
32388,35615,French,45125,vendeur aux halles
32389,35616,French,45150*,Vendeur d'automobiles
32390,35618,French,41030,Vendeur de bière
32391,35619,French,45125,Vendeur de bière
32392,35620,French,45220,Vendeur de glace
32393,35621,French,45240,vendeur de journaux
32394,35622,French,41030,Vendeur de poisson
32395,35623,French,45125,Vendeur de poisson
32396,35624,French,44220,Vendeur de services
32397,35625,French,45150,vendeur en automobiles
32398,35626,French,45125,vendeur en bijouterie
32399,35627,French,45125,vendeur en confection
32400,35628,French,45125,vendeur en quincaillerie
32401,35629,French,45125,vendeur en soieries
32402,35630,French,45125,vendeur étalagiste
32403,35631,French,45230,vendeur livreur
32404,35632,French,45125,vendeur qualifié
32405,35633,French,45230,vendeur représentant
32406,35634,French,45190,Vendeur-livreur
32407,35635,French,45125*,Vendeuse
32408,35637,French,45125,Vendeuse aux Galeries Lafayettes
32409,35638,French,45125,vendeuse caissière
32410,35639,French,41030,Vendeuse de bière
32411,35640,French,45125,Vendeuse de bière
32412,35641,French,45125,Vendeuse de chapeaux
32413,35642,French,45125,Vendeuse de légumes
32414,35643,French,45125,vendeuse retoucheuse
32415,35644,Portugese,41030,Vendideiro
32416,35645,Portugese,45220,Vendilhão
32417,35646,Catalan,45125,Venedor
32418,35647,Catalan,45240,Venedor Diaris
32419,35648,Spanish,45220,Venta Ambulante
32420,35649,Dutch,45220,Venter
32421,35650,Dutch,45220,Ventster
32422,35651,French,41030,Verdurière
32423,35652,Portugese,20110,Vereador mais velho do Senado da Câmara
32424,35653,Dutch,74990,verfmaker
32425,35654,English,55140,Verger
32426,35655,German,93920,Vergolder
32427,35656,Dutch,93920,Vergulder
32428,35657,Dutch,41040,verhuurder van paarden en
32429,35658,French,33190,Vérificateur
32430,35659,French,99999,vérificateur
32431,35660,French,99999,vérificateur à l'électricité
32432,35661,French,31010,vérificateur à la monnaie
32433,35662,French,99999,vérificateur à la société desmarais frères
32434,35663,French,11020,vérificateur de gestion
32435,35664,French,31030,vérificateur de l'enregistrement
32436,35665,French,31030,vérificateur des contributions
32437,35666,French,31030,vérificateur des contributions directes
32438,35667,French,31030,vérificateur des contributions indirectes
32439,35668,French,31040*,Vérificateur des douanes
32440,35670,French,31010,vérificateur des poids et mesures
32441,35671,French,99999,vérificateur des postes
32442,35672,French,99999,vérificateur des postes et maire
32443,35673,French,03320,Vérificateur du cadastre
32444,35674,French,99999,vérificateur ptt
32445,35675,French,99999,vérificateur technique
32446,35676,French,99999,vérificatrice
32447,35677,Swedish,99999,Verkgesällänka
32448,35678,Swedish,98620,Verkkusk
32449,35679,Swedish,22610*,Verkmästare
32450,35681,Swedish,99999,Verkmästarebiträde
32451,35682,Swedish,22610,Verkmästarehustru
32452,35683,Swedish,22610,Verkmästareänka
32453,35684,Dutch,45125,Verkoper
32454,35685,Swedish,99930,Verksgesäll
32455,35686,Swedish,99930*,Verkstadsarbetare
32456,35688,Swedish,99930,Verkstadsarbetareänka
32457,35689,Swedish,99930,Verkstadsarbeterska
32458,35690,Swedish,33110,Verkstadsbokhållare
32459,35691,Swedish,37040,Verkstadsbud
32460,35692,Swedish,22610,Verkstadschef
32461,35693,Swedish,99930,Verkstadselev
32462,35694,Swedish,22610,Verkstadsförman
32463,35695,Swedish,99930,Verkstadsgesäll
32464,35696,Swedish,99999,Verkstadshyrare
32465,35697,Swedish,21220,Verkstadsidkare
32466,35698,Swedish,02410,Verkstadsingenjör
32467,35699,Swedish,21220,Verkstadsinnehavare
32468,35700,Swedish,99930,Verkstadslärling
