occupation,hisco,STATUS,PRODUCT,RELATION,id,comment,title_hisco,checking_needed,RANK,SECTOR,INDUSTRY,drop,engl_descr
stadtarchivar,19130,,,,0,,Archivist,0,b,E,2,1,"archivist, mid-ranking public servant"
journalist,31000,,,,2571,http://www.zeno.org/Pierer-1857/A/Journalist?hl=journalist,"Government Executive Official, Specialisation Unknown",0,b,E,2,1,mid-ranking temporary civil servant
portier,39410,,,,4292,,"Receptionist, General",0,c,E,2,1,"receptionist, low-ranking public servant"
gerichtsassessor,12000,,,,1819,,"Jurist, Specialization Unknown",0,a,E,2,0,
obergerichtsassessor,12000,,,,1819,,"Jurist, Specialization Unknown",0,a,E,2,0,
kammergerichtsassessor,12000,,,,1819,,"Jurist, Specialization Unknown",0,a,E,2,0,
oberlandesgerichtsassessor,12000,,,,1819,,"Jurist, Specialization Unknown",0,a,E,2,0,
amtsnotar,12310,,,,106,,Notary,0,a,E,2,0,
bürodirektor,21940,,,,740,,Administration Manager,0,b,E,2,0,
hofdienstpersonal,,,,,2298,,,,c,E,2,0,
strafanstaltsinspektor,22110,,,,5417,,"Clerical Supervisor, General",0,b,E,2,0,
kammergerichtsrat,12210,,,,2649,,Judge,0,a,E,2,0,
dekopist,32190,,,,926,,"Other Stenographers, Typists and Teletypists",0,b,E,2,0,"copying clerk, mid-ranking public servant"
hofkommissar,31090,,,,8104,,Government Executive Officials not Elsewhere Classified,0,b,E,2,0,
stadtkämmerer,21950,,,,5233,,Budgeting and Accounting Manager,0,a,E,2,0,
stabssekretär,,,,,8128,,,,b,E,2,0,
wirklicher geheimer regierungsrat,20210,Prestige titles,,,0,,Government Administrator,0,a,E,2,0,(honorary title)
expedierender sekretär,39120,,,,5044,,Dispatching and Receiving Clerk,0,b,E,2,0,
hofstaatsholzverwalter,22440,,,,8110,,House Steward,0,b,E,2,0,
holzverwalter,22440,,,,8110,,House Steward,0,b,E,2,0,
geheimer oberregierungsrat,20210,,,,0,,Government Administrator,0,a,E,2,0,
polizeileutnant,58220,,,,4276,,Policeman and other Maintainers of Law and Order (except Military),0,a,E,2,0,
hauptamtsrendant,33135,,,,2182,,"Cashier, Office or Cash Desk",0,b,E,2,0,
amtsauditor,12910,,,,94,,"Jurist (except Lawyer, Judge or Solicitor)",0,a,E,2,0,
oberfinanzrat,20210,,,,1433,,Government Administrator,0,a,E,2,0,
reichsbankbeamter,33940,,,,0,,Finance Clerk,0,b,E,2,0,
obersteueraufseher,58940,,,,5360,,Watchman,0,b,E,2,0,
landgerichtskanzlist,39320,,,,3247,,Correspondence Clerk,0,b,E,2,0,
oberstallamtssekretär,,,,,8121,,,,b,E,2,0,
hofkammerrat,20210,,,,2310,,Government Administrator,0,a,E,2,0,
bürodiätar,39310,,,,737,,"Office Clerk, General",0,b,E,2,0,
regierungskanzlist,39320,,,,4529,,Correspondence Clerk,0,b,E,2,0,
kronobersthofmarschall,21940,,,,3103,,Administration Manager,0,a,E,2,0,
tafelmeister,,,,,8092,,,,c,E,2,0,
geheimer expedierender sekretär,39120,,,,5046,,Dispatching and Receiving Clerk,0,b,E,2,0,
hofnebenkutscher,98620,,,,8022,,Animal-Drawn Vehicle Driver (Road),0,c,E,2,0,
buchhalter,33110,,,,700,,"Bookkeeper, General",0,b,E,2,0,
baubuchhalter,33110,,,,0,,"Bookkeeper, General",0,b,E,2,0,
oberlandesgerichtspräsident,21940,,,,3914,,Administration Manager,0,a,E,2,0,
obergerichtspräsident,21940,,,,0,,Administration Manager,0,a,E,2,0,
kammergerichtspräsident,21940,,,,0,,Administration Manager,0,a,E,2,0,
stadtgerichtspräsident,21940,,,,0,,Administration Manager,0,a,E,2,0,
finanzkassierer,33135,,,,1427,,"Cashier, Office or Cash Desk",0,b,E,2,0,
attaché,20210,,,,203,,Government Administrator,0,a,E,2,0,
kammerjunker,21940,,,,2653,"high-ranking, could also refer to a honorary title",Administration Manager,0,a,E,2,0,
stubenfrau,54030,,,,8091,,"Personal Maid, Valet",0,c,E,2,0,
ökonom,22420,,,,3968,http://www.zeno.org/Brockhaus-1911/A/%C3%96konom?hl=okonom,Housekeeper (except Private Service),0,b,E,2,0,"housekeeper, mid-ranking public servant"
küchenfrau,53290,,,,8050,coded as Küchenmädchen,"Other Waiters, Bartenders and Related Workers",0,c,E,2,0,
obergrenzaufseher,58940,,,,1980,,Watchman,0,b,E,2,0,
kassenexpedient,39120,,,,2751,,Dispatching and Receiving Clerk,0,b,E,2,0,
gefängnisrendant,33135,,,,1715,,"Cashier, Office or Cash Desk",0,b,E,2,0,
amtsverwalter,22110,,,,113,,"Clerical Supervisor, General",0,a,E,2,0,
rentdirektor,21940,,,,4586,,Administration Manager,0,a,E,2,0,
kreissekretär,31090,,,,3080,,Government Executive Officials not Elsewhere Classified,0,b,E,2,0,
stadtaccisor,31020,,,,5222,,Tax Collector,0,b,E,2,0,
obertribunalsekretär,39340,,,,,"no listed in bz, assumed mid-level",Legal Clerk,0,a,E,2,0,
hauptkassenbuchhalter,33110,,,,2183,"bz code may be wrong, coded as mid-level bookkepping clerk","Bookkeeper, General",0,b,E,2,0,
polizeihauptkassenbuchhalter,33110,,,,2183,"bz code may be wrong, coded as mid-level bookkepping clerk","Bookkeeper, General",0,b,E,2,0,
salzsteueraufseher,58940,,,,4728,,Watchman,0,b,E,2,0,
bezirkssteuersekretär,31020,,,,457,,Tax Collector,0,b,E,2,0,
oktroikontrolleur,31020,,,,4009,,Tax Collector,0,b,E,2,0,
amtsgerichtsbote,37040,,,,0,,Messenger,0,c,E,2,0,
oberrechnungskammerpräsident,21940,,,,3929,,Administration Manager,0,a,E,2,0,
domänenrat,20210,,,,974,,Government Administrator,0,a,E,2,0,
schloßfrau,54050,,,,8078,assumed to refer to Schloßmädchen,Chambermaid and Room Attendant,0,c,E,2,0,
schloßmädchen,54050,,,,8078,assumed to refer to Schloßmädchen,Chambermaid and Room Attendant,0,c,E,2,0,
kreisassessor,20210,,,,3062,,Government Administrator,0,a,E,2,0,
magistratsbuchhalter,33110,,,,3480,,"Bookkeeper, General",0,b,E,2,0,
aktuar,31090,,,,60,http://www.zeno.org/Brockhaus-1911/A/Aktuar?hl=aktuar,Government Executive Officials not Elsewhere Classified,0,b,E,2,0,
enregistrementsbuchhalter,33110,,,,1215,,"Bookkeeper, General",0,b,E,2,0,
zuchthausverwalter,22110,,,,6325,,"Clerical Supervisor, General",0,b,E,2,0,
archivkanzlist,39320,,,,160,,Correspondence Clerk,0,b,E,2,0,
kanzleirat,39320,,,,2701,,Correspondence Clerk,0,b,E,2,0,mid-ranking public servant
gerichtsrendant,33135,,,,1826,,"Cashier, Office or Cash Desk",0,b,E,2,0,
ministerialregistrator,39320,,,,3715,,Correspondence Clerk,0,b,E,2,0,
zollamtsassistent,31040,,,,6310,,Customs Officers,0,b,E,2,0,
etatsbuchhalter,33110,,,,1257,,"Bookkeeper, General",0,b,E,2,0,
kalkulatorassistent,33920,,,,2632,mid-level,Cost Computing Clerk,0,b,E,2,0,
hauptamtsassistent,31090,,,,2178,,Government Executive Officials not Elsewhere Classified,0,b,E,2,0,
oberreichsanwalt,12110,,,,3933,,Lawyer,0,a,E,2,0,
hofkammerdiener,55220,,,,8012,,Charworker,0,c,E,2,0,
hofheubinder,,,,,8009,,,,c,E,2,0,
stadtdiener,55220,,,,5226,,Charworker,0,c,E,2,0,
oktroischreiber,39320,,,,4010,,Correspondence Clerk,0,b,E,2,0,
regierungspedell,37040,,,,4530,,Messenger,0,c,E,2,0,
polizeidiätar,58220,,,,4268,,Policeman and other Maintainers of Law and Order (except Military),0,b,E,2,0,
hofwäscheaufseherin,54020,,,,8035,,House servant,0,c,E,2,0,
wäscheaufseherin,54020,,,,8035,,House servant,0,c,E,2,0,
magistratsexekutor,58220,,,,0,,Policeman and other Maintainers of Law and Order (except Military),0,c,E,2,0,
eichungsbeamter,39150,,,,48,,Weighing Clerk,0,b,E,2,0,
reservebrandmeister,58110,,,,4599,,Fire-Fighter,0,b,E,2,0,
eichungsinspektor,39150,,,,49,,Weighing Clerk,0,a,E,2,0,
gerichtssekretär,39340,,,,1829,,Legal Clerk,0,b,E,2,0,
appellationsgerichtssekretär,39340,,,,1829,,Legal Clerk,0,b,E,2,0,
registraturvorsteher,39530,,,,0,,Filing Clerk,0,b,E,2,0,
landeshauptkassenassistent,33135,,,,3230,,"Cashier, Office or Cash Desk",0,b,E,2,0,
gardemöbelgehilfe,,,,,101024,,,,c,E,2,,
"leiter, verwalter, vorsteher von pfründneranstalten",,,,,4206,,,,a,E,2,0,
nachtwachtmeister,58220,,,,3827,,Policeman and other Maintainers of Law and Order (except Military),0,b,E,2,0,
stadtnachtwachtmeister,58220,,,,3827,,Policeman and other Maintainers of Law and Order (except Military),0,b,E,2,0,
kameralverwalter,22110,,,,2639,,"Clerical Supervisor, General",0,a,E,2,0,
strafanstaltssekretär,31090,,,,5421,,Government Executive Officials not Elsewhere Classified,0,b,E,2,0,
steueramtsassistent,31020,,,,0,,Tax Collector,0,b,E,2,0,
pfandmeister,,,,,4169,,,,c,E,2,0,
katasterkontrolleur,20210,,,,2768,,Government Administrator,0,a,E,2,0,
obergrenzkontrolleur,58940,,,,1981,,Watchman,0,b,E,2,0,
geldzähler,33990,,,,1745,,"Other Bookkeepers, Cashiers and Related Workers",0,c,E,2,0,
goldzähler,33990,,,,1745,,"Other Bookkeepers, Cashiers and Related Workers",0,c,E,2,0,
bankgeldzähler,33990,,,,1745,,"Other Bookkeepers, Cashiers and Related Workers",0,c,E,2,0,
generalsekretär,31090,,,,1774,,Government Executive Officials not Elsewhere Classified,0,b,E,2,0,"secretary general, mid-ranking public servant"
steuerkommissar,31020,,,,5367,,Tax Collector,0,b,E,2,0,
polizeianwärter,58220,,,Future,0,,Policeman and other Maintainers of Law and Order (except Military),0,,F,3,0,
regierungssekretär,31090,,,,4533,,Government Executive Officials not Elsewhere Classified,0,b,E,2,0,
steuerassistent,31020,,,,5358,,Tax Collector,0,b,E,2,0,
kassenkontrolleur,33135,,,,2754,,"Cashier, Office or Cash Desk",0,b,E,2,0,
hofstaatskassenkontrolleur,33135,,,,0,,"Cashier, Office or Cash Desk",0,b,E,2,0,
salarienkassenkontrolleur,33135,,,,0,,"Cashier, Office or Cash Desk",0,b,E,2,0,
büroschreiber,32110,,,,0,,"Stenographer-Typist, General",0,b,E,2,0,
hofkammerpräsident,21940,,,,2309,,Administration Manager,0,a,E,2,0,
eisenmeister,58930,,,,1185,http://wiki-de.genealogy.net/Eisenmeister,Prison Guard,0,c,E,2,0,
nuntius,37040,,,,609,http://www.zeno.org/Meyers-1905/A/Bote?hl=nuntius,Messenger,0,c,E,2,0,
polizeinuntius,37040,,,,609,,Messenger,0,c,E,2,0,
stadtsergeant,58220,,,,5248,,Policeman and other Maintainers of Law and Order (except Military),0,b,E,2,0,
armensergeant,58220,,,,0,,Policeman and other Maintainers of Law and Order (except Military),0,b,E,2,0,
stallinspektor,,,,,8129,,,,b,E,2,0,
schlossverwalter,22420,,,,8081,,Housekeeper (except Private Service),0,c,E,2,0,
ortsdiener,55220,,,,4049,,Charworker,0,c,E,2,0,
diurnist,39320,,,,962,Amtsschreiber auf Tagesgeldbasis,Correspondence Clerk,0,b,E,2,0,
zeremonienmeister,21940,,,,784,,Administration Manager,0,a,E,2,0,"master of ceremonies, court service"
palastdiener,55220,,,,8069,,Charworker,0,c,E,2,0,
justizaktuar,31090,,,,2580,,Government Executive Officials not Elsewhere Classified,0,b,E,2,0,
regierungsbaurat,02210,Prestige titles,,,0,,"Civil Engineer, General",0,a,E,2,0,(honorary title)
botschaftssekretär,20210,,,,615,,Government Administrator,0,a,E,2,0,
stadtsyndikus,20210,,,,5250,,Government Administrator,0,a,E,2,0,
geheimer bergrat,21220,Prestige titles,,,0,http://www.zeno.org/Meyers-1905/A/Bergbeamte,Production Manager (except Farm),0,a,E,2,0,mining authority (honorary title)
landgerichtspräsident,21940,,,,3248,,Administration Manager,0,a,E,2,0,
lampist,59990,,,,8055,,Other Service Workers Not Elsewhere Classified,0,c,E,2,0,
lampier,59990,,,,8055,,Other Service Workers Not Elsewhere Classified,0,c,E,2,0,
geheimer rechnungsrevisor,11020,,,,4510,,Auditor,0,b,E,2,0,
hauptsteueramtsassistent,31020,,,,2189,,Tax Collector,0,b,E,2,0,
leitgrabenwärter,58940,,,,8063,,Watchman,0,c,E,2,0,
toraufseher,58940,,,,5672,,Watchman,0,c,E,2,0,
tiergartenaufseher,58940,,,,0,,Watchman,0,c,E,2,0,
generalsekretär,21940,,,,1796,,Administration Manager,0,a,E,2,1,"secretary general, high-ranking public servant"
direktorialassistent,31090,,,,956,,Government Executive Officials not Elsewhere Classified,0,a,E,2,0,
oktroizentraleinnehmer,31020,,,,4006,,Tax Collector,0,b,E,2,0,
kreisgerichtsrat,12210,,,,0,,Judge,0,a,E,2,0,
brandinspektor,58110,,,,621,,Fire-Fighter,0,b,E,2,0,
hilfsarbeiter,22110,,,,2446,,"Clerical Supervisor, General",0,a,E,2,1,"temporary clerk, high-ranking public servant"
oberfeuerwehrmann,58110,,,,0,,Fire-Fighter,0,c,E,2,0,
pupillenrat,,,,,4445,,,,a,E,2,0,
bierbeschauer,94980,,,,468,,Quality Inspector,0,c,E,2,0,
marktamtsassistent,,,,,3527,,,,b,E,2,0,
ratsdiener,55220,,,,4481,,Charworker,0,c,E,2,0,
kreissteuerrat,20210,,,,3082,,Government Administrator,0,a,E,2,0,
oberzollinspektor,22110,,,,3948,,"Clerical Supervisor, General",0,a,E,2,0,
stabskassierer,33135,,,,8126,,"Cashier, Office or Cash Desk",0,b,E,2,0,
palaisaufseher,58940,,,,8067,,Watchman,0,c,E,2,0,
vollstreckungsbeamter,58990,,,,5913,,Other Protective Service Workers,0,c,E,2,0,
botenmeister,37040,,,,611,,Messenger,0,c,E,2,0,
kanzleidiener,55220,,,,2691,,Charworker,0,c,E,2,0,
kammerrat,20210,,,,2660,,Government Administrator,0,a,E,2,0,
stallwachtmeister,58940,,,,8088,,Watchman,0,c,E,2,0,
finanzkanzlist,39320,,,,1425,,Correspondence Clerk,0,b,E,2,0,
hoftafeldeckergehilfe,54020,,,,8034,,House servant,0,c,E,2,0,
güterbuchkommissar,,,,,2014,,,,b,E,2,0,
hofzahlmeister,,,,,8114,,,,b,E,2,0,
bevollmächtigter,20210,,,,0,,Government Administrator,1,a,E,2,0,
stallknecht,,,,,8087,,,,c,E,2,0,
oberheizer,54020,,,,2251,,House servant,0,c,E,2,0,
zollwaagenmeister,39150,,,,6320,,Weighing Clerk,0,c,E,2,0,
polizeireferendar,39340,,,,4281,,Legal Clerk,0,b,E,2,0,
geheimer revisor,31090,,,,4615,,Government Executive Officials not Elsewhere Classified,0,b,E,2,0,
ökonomierat,21230,Prestige titles,,,0,,Farm Manager,0,a,E,2,0,farm manager (honorary title)
stadtrat,20110,,,,5240,may be synonymous with magistralrat http://www.zeno.org/Meyers-1905/A/Stadtrat?hl=stadtrat,Legislative Official,0,a,E,2,0,
weißzeugaufseher,54020,,,,8095,,House servant,0,c,E,2,0,
standesamtsexpedient,39120,,,,5271,,Dispatching and Receiving Clerk,0,b,E,2,0,
drost,20210,,,,1033,,Government Administrator,0,a,E,2,0,
steuerrezeptor,31020,,,,5376,,Tax Collector,0,b,E,2,0,
oberrechnungskammerdirektor,21940,,,,3928,,Administration Manager,0,a,E,2,0,
exekutor,58220,,,,1261,,Policeman and other Maintainers of Law and Order (except Military),0,c,E,2,0,
schlossportier,39410,,,,8080,,"Receptionist, General",0,c,E,2,0,
landesfeuerlöschinspektor,22110,,,,3228,,"Clerical Supervisor, General",0,a,E,2,0,
arbeitsinspekteur,20210,,,,153,,Government Administrator,0,b,E,2,0,
kriminalpolizeiinspektor,58220,,,,3096,,Policeman and other Maintainers of Law and Order (except Military),0,b,E,2,0,
holzbesorger,22440,,,,0,,House Steward,0,b,E,2,0,
hofdiener,55220,,,,8002,,Charworker,0,c,E,2,0,
kassenwächter,58940,,,,0,,Watchman,0,c,E,2,0,
packhofswächter,58940,,,,4060,,Watchman,0,c,E,2,0,
kameralamtskassierer,33135,,,,2638,,"Cashier, Office or Cash Desk",0,b,E,2,0,
magazinverwalter,39140,,,,3475,,Storeroom Clerk,0,b,E,2,0,
strafanstaltsaufseher,58940,,,,5413,,Watchman,0,c,E,2,0,
hofküchenmeister,53120,,,,8017,,Head Cook,0,c,E,2,0,
hofküchensekretär,31090,,,,0,,Government Executive Officials not Elsewhere Classified,0,b,E,2,0,
kücheninspektor,22110,,,,0,,"Clerical Supervisor, General",0,b,E,2,0,
leibvorreiter,54090,,,,8094,http://www.zeno.org/Pierer-1857/A/Vorreiter?hl=vorreiter,Other Maids and Related Housekeeping Service Workers,0,c,E,2,0,"outrider, court service"
staats- und kriegsminister,20210,,,,3707,,Government Administrator,0,a,E,2,0,
oberamtsaktuar,31090,,,,3890,,Government Executive Officials not Elsewhere Classified,0,b,E,2,0,
bezirksrat,20210,,,,454,,Government Administrator,0,a,E,2,0,
maschinenmeister,84915,,,,3557,,Reciprocating Steam Engine Mechanic,,c,E,2,1,"machine minder, low-ranking public servant"
gefängniswärter,58930,,,,1720,,Prison Guard,0,c,E,2,0,
gefangenenwärter,58930,,,,1720,,Prison Guard,0,c,E,2,0,
küchenschreiber,,,,,8052,,,,c,E,2,0,
gaswärter,,,,,1700,,,,c,E,2,0,
rat,31000,,,,4478,,"Government Executive Official, Specialisation Unknown",0,b,E,2,0,
pflasterzolleinnehmer,31020,,,,4199,,Tax Collector,0,c,E,2,0,
rechnungskonsulent,12410,,,,4506,,Solicitor,0,a,E,2,0,
kreisrentmeister,33135,,,,3077,,"Cashier, Office or Cash Desk",0,b,E,2,0,
oberstmarschall,21940,,,,3942,,Administration Manager,0,a,E,2,0,
feuerwächter,58110,,,,1389,,Fire-Fighter,0,c,E,2,0,
hofwagenhalter,,,,,8036,,,,c,E,2,0,
hauptmagazinverwalter,39140,,,,2187,,Storeroom Clerk,0,b,E,2,0,
büroassistent,39310,,,,735,,"Office Clerk, General",0,b,E,2,0,
hilfsdiener,55220,,,,2452,,Charworker,0,c,E,2,0,
wirtschaftssekretär,,,,,6168,,,,b,E,2,0,
hilfsrichter,12210,,,,2461,,Judge,0,a,E,2,0,
geheimer kanzleidiener,55220,,,,2692,,Charworker,0,c,E,2,0,
hofkanzlist,39320,,,,8102,,Correspondence Clerk,0,b,E,2,0,
amtsgerichtsschreiber,39320,,,,1827,,Correspondence Clerk,0,b,E,2,0,
bratmeister,,,,,101018,,,,c,E,2,0,
hofkameralverwalter,21940,,,,2306,,Administration Manager,0,a,E,2,0,
ortsbote,37040,,,,4048,,Messenger,0,c,E,2,0,
hauptzollamtskontrolleur,31940,,,,2199,,Customs Officers,0,b,E,2,0,
kammertürhüter,31090,,,,2666,,Government Executive Officials not Elsewhere Classified,0,b,E,2,0,
hofexpeditor,39120,,,,8098,,Dispatching and Receiving Clerk,0,b,E,2,0,
geschäftsträger,20210,,,,614,,Government Administrator,0,a,E,2,0,
oberrechnungsregistrator,39320,,,,3932,,Correspondence Clerk,0,b,E,2,0,
mühlenschreiber,,,,,3771,,,,b,E,2,0,
militäranwärter,58300,,,,0,military personal in civil service; http://www.zeno.org/Roell-1912/A/Milit%C3%A4ranw%C3%A4rter?hl=militaranwarter,"Military, Specialisation Unknown",1,b,E,2,0,
militäranwarter,58300,,,,0,military personal in civil service; http://www.zeno.org/Roell-1912/A/Milit%C3%A4ranw%C3%A4rter?hl=militaranwarter,"Military, Specialisation Unknown",1,b,E,2,0,
kameralamtsbuchhalter,33119,,,,2635,,"Bookkeeper, General",0,b,E,2,0,
hofpostillon,37030,,,,8024,,Postman,0,c,E,2,0,
kämmerer bei hofe,21950,,,,2604,,Budgeting and Accounting Manager,0,a,E,2,0,
kassenvorsteher,33135,,,,0,,"Cashier, Office or Cash Desk",0,b,E,2,0,
gemeindebeamter,31000,,,,0,,"Government Executive Official, Specialisation Unknown",0,b,E,2,0,communal public servant (generic)
kommunalbeamter,31000,,,,0,,"Government Executive Official, Specialisation Unknown",0,b,E,2,0,communal public servant (generic)
hofjustizrat,20210,,,,2305,,Government Administrator,0,a,E,2,0,
amtsgerichtswachtmeister,58220,,,,102,,Policeman and other Maintainers of Law and Order (except Military),0,b,E,2,0,
gassenvogt,58990,,,,1694,,Other Protective Service Workers,0,c,E,2,0,
gardemöbelaufseher,,,,,101023,,,,c,E,2,0,
strafanstaltsoberaufseher,58940,,,,5419,,Watchman,0,b,E,2,0,
ökonomieinspektor,22520,,,,3971,http://www.zeno.org/Meyers-1905/A/%C3%96konomieinspektor?hl=okonomieinspektor,Farm Supervisor,0,b,E,2,0,
ökonomiedirektor,22520,,,,0,,Farm Supervisor,0,b,E,2,0,
geheimer justizrat,12000,,,,2582,"high-level law gov clerk, also honorary title for lawyers; http://www.zeno.org/Meyers-1905/A/Justizrat","Jurist, Specialization Unknown",0,a,E,2,0,
justiziar,12000,,,,0,,"Jurist, Specialization Unknown",0,a,E,2,0,
aufschlagbeamter,31020,,,,212,,Tax Collector,0,b,E,2,0,
bürgerrollenführer,39530,,,,722,,Filing Clerk,0,b,E,2,0,
gaszähler,39990,,,,1701,,Other Clerks,0,c,E,2,0,
katastersekretär,31090,,,,2769,,Government Executive Officials not Elsewhere Classified,0,b,E,2,0,
kanzleivorsteher,39320,,,,2705,,Correspondence Clerk,0,b,E,2,0,
burgpfleger,,,,,101019,,,,c,E,2,0,
bauinspektor,03340,,,,0,unclear title; http://www.zeno.org/Meyers-1905/A/Bauamt; here coded as Clerk of Works,Clerk of Works,1,a,E,2,0,
hofbaukontrolleur,03340,,,,0,,Clerk of Works,1,a,E,2,0,
wasserbauinspektor,03340,,,,0,,Clerk of Works,1,a,E,2,0,
gefangenanstaltsdirektor,21940,,,,1717,,Administration Manager,0,a,E,2,0,
landgerichtsdiener,55220,,,,0,,Charworker,0,c,E,2,0,
postenführer,,,,,4325,,,,b,E,2,0,
stadtbezirksinspektor,22110,,,,5224,,"Clerical Supervisor, General",0,b,E,2,0,
finanzregistrator,39320,,,,1436,,Correspondence Clerk,0,b,E,2,0,
oktroieinnehmer,31020,,,,4008,,Tax Collector,0,b,E,2,0,
hofkellermeister,22440,,,,8013,,House Steward,0,c,E,2,0,
notariatsverweser,12310,,,,3877,,Notary,0,a,E,2,0,
leibwäscherin,56010,,,,8059,,"Launderer, General",0,c,E,2,0,
staatssekretär,20210,,,,5207,,Government Administrator,0,a,E,2,0,
distriktskommissar,31090,,,,961,,Government Executive Officials not Elsewhere Classified,0,b,E,2,0,
polizeioberst,58220,,,,4277,,Policeman and other Maintainers of Law and Order (except Military),0,a,E,2,0,
referendar,12000,,,,4522,,"Jurist, Specialization Unknown",0,a,E,2,0,
bergreferendar,12000,,,,0,,"Jurist, Specialization Unknown",0,a,E,2,0,
regierungsreferendar,12000,,,,4522,,"Jurist, Specialization Unknown",0,a,E,2,0,
referendarius,12000,,,,4522,,"Jurist, Specialization Unknown",0,a,E,2,0,
zolleinnehmer,31040,,,,6313,,Customs Officers,0,b,E,2,0,
unterstaatssekretär,20210,,,,5208,,Government Administrator,0,a,E,2,0,
kreissyndikus,20210,,,,3083,,Government Administrator,0,a,E,2,0,
polizeianwalt,12110,,,,4266,,Lawyer,0,a,E,2,0,
stadtrechner,33920,,,,5241,,Cost Computing Clerk,0,b,E,2,0,
stadtoberinspektor,22110,,,,5235,,"Clerical Supervisor, General",0,b,E,2,0,
ratsreferendar,39340,,,,4482,,Legal Clerk,0,b,E,2,0,
hofköchin,53140,,,,8015,,"Cook, Private Service",0,c,E,2,0,
hofkoch,53140,,,,8014,,"Cook, Private Service",0,c,E,2,0,
brandmeister,58110,,,,623,,Fire-Fighter,0,b,E,2,0,
lagerverwalter,39140,,,,3475,=Magazinverwalter,Storeroom Clerk,0,b,E,2,0,
gesandtschaftsattaché,20210,,,,1835,,Government Administrator,0,a,E,2,0,
reichsassessor,20210,,,,4551,,Government Administrator,0,a,E,2,0,
rechnungssekretär,33920,,,,4513,,Cost Computing Clerk,0,b,E,2,0,
rentmeister,21950,,,,4588,http://www.zeno.org/Meyers-1905/A/Rentamt,Budgeting and Accounting Manager,0,a,E,2,1,"budget manager, high-ranking public servant"
geheimer registraturassistent,39530,,,,0,,Filing Clerk,0,b,E,2,0,
geheimer registraturbeamter,39530,,,,0,,Filing Clerk,0,b,E,2,0,
oberschenk,,,,,3936,,,,a,E,2,0,
hofsilberkämmerer,54020,,,,8027,,House servant,0,c,E,2,0,
tafelzeugwäscherin,54020,,,,8093,,House servant,0,c,E,2,0,
rechnungsrat,33920,,,,4509,,Cost Computing Clerk,0,b,E,2,0,
bote,37040,,,,609,,Messenger,0,c,E,2,0,
finanzzahlmeister,31090,,,,1441,,Government Executive Officials not Elsewhere Classified,0,b,E,2,0,
polizeisergeant,58220,,,,4283,,Policeman and other Maintainers of Law and Order (except Military),0,b,E,2,0,
geheimer oberjustizrat,12000,,,,2583,,"Jurist, Specialization Unknown",0,a,E,2,0,
korrespondenzsekretär,,,,,8115,,,,b,E,2,0,
bezirksassessor,20210,,,,441,,Government Administrator,0,a,E,2,0,
hofrechnungsführer,33920,,,,8108,,Cost Computing Clerk,0,b,E,2,0,
polizeisekretär,58220,,,,4282,,Policeman and other Maintainers of Law and Order (except Military),0,b,E,2,0,
amtssekretär,31090,,,,111,,Government Executive Officials not Elsewhere Classified,0,b,E,2,0,
reichsbankkalkulator,33920,,,,0,,Cost Computing Clerk,0,b,E,2,0,
obergefängnisinspektor,22110,,,,1712,,,,b,E,2,0,
vizeoberzeremonienmeister,21940,,,,5897,,Administration Manager,0,a,E,2,0,
staatsdame,,,,,5202,,,,a,E,2,0,
kaffeeköchin,53290,,,,8041,,"Other Waiters, Bartenders and Related Workers",0,c,E,2,0,
kaffeekuchenfrau,53290,,,,8041,,"Other Waiters, Bartenders and Related Workers",0,c,E,2,0,
kaffeemädchen,53290,,,,8041,,"Other Waiters, Bartenders and Related Workers",0,c,E,2,0,
lagergehilfe,55220,Subordinate,,,3473,coded as subordinate magazindiener,Charworker,0,c,E,2,0,
rechnungskommissar,33920,,,,4505,,Cost Computing Clerk,0,a,E,2,0,
ministerialdirektor,20210,,,,3709,,Government Administrator,0,a,E,2,0,
kammerzahlamtskopist,32190,,,,2668,,"Other Stenographers, Typists and Teletypists",0,b,E,2,0,
landesöekonomiedirektor,21940,,,,3234,,Administration Manager,0,a,E,2,0,
bürobeamter,39310,,,,0,,"Office Clerk, General",0,b,E,2,0,office clerk (generic)
sektionsvorstand,,,,,5050,,,,a,E,2,0,
steuerbeamter,31020,,,,0,,Tax Collector,0,b,E,2,0,tax collecting clerk (generic)
gewichtsetzer,31020,,,,0,,Tax Collector,0,b,E,2,0,tax collecting clerk (generic)
servisbeamter,31020,,,,0,,Tax Collector,0,b,E,2,0,tax collecting clerk (generic)
servisbilleteur,33160,,,,0,,Cash Desk Cashier,0,b,E,2,0,
finanzzahlamtskassierer,33135,,,,1440,,"Cashier, Office or Cash Desk",0,b,E,2,0,
oberrentmeister,21950,,,,3934,,Budgeting and Accounting Manager,0,a,E,2,0,
wirtschaftsassistent,,,,,6165,,,,b,E,2,0,
gerichtsexpedient,39120,,,,1822,,Dispatching and Receiving Clerk,0,b,E,2,0,
ortsvorsteher,22110,,,,4051,,"Clerical Supervisor, General",0,a,E,2,0,
direktor,21940,,,,955,,Administration Manager,0,a,E,2,0,
brunnendirektor,21940,,,,0,,Administration Manager,0,a,E,2,0,
technischer direktor,21940,,,,0,,Administration Manager,0,a,E,2,0,
hüttendirektor,21940,,,,0,,Administration Manager,0,a,E,2,0,
hüttenbesitzer,21940,"Owner, proprietor",,,0,,Administration Manager,0,a,E,2,0,
